# DISCLAIMER: TERM and DEF are yield-based proxy factors constructed from FRED data, not return-based factors as in FF(1993). DEF is the BAA-AAA corporate bond yield spread. Numerical results may differ from the original paper. Stock factors (Mkt-RF, SMB, HML) will be added when available.
Date,TERM,DEF,RF,Mkt-RF,SMB,HML
1987-01,0.0165,0.0136,0.42,12.541339466363812,-1.426289954829274,-1.6895573330125604
1987-02,0.0165999999999999,0.0126999999999999,0.43,3.7960574622790766,3.607127643634064,-4.701801550510447
1987-03,0.0165999999999999,0.0124999999999999,0.47,1.8061373383754464,-0.7601469884547392,2.293503472484584
1987-04,0.0237999999999999,0.0118999999999999,0.44,-1.902663190487757,-0.7426134282597725,-2.119847370591125
1987-05,0.0294999999999999,0.0118,0.38,0.1986013290352482,-0.1677879438169555,-0.2958649894295301
1987-06,0.0273,0.0119999999999999,0.48,4.34278275624408,-1.9595274262841744,0.3565969264992663
1987-07,0.0275999999999999,0.0118999999999999,0.4599999999999999,4.140816385093919,-0.361530576101007,1.2840601565605203
1987-08,0.0271999999999999,0.0113,0.47,3.393181341801838,-0.1502854457796485,0.0692086651208692
1987-09,0.0302,0.0113,0.4499999999999999,-2.5909260046863563,1.2704443521914397,0.3061060190630642
1987-10,0.0338999999999999,0.0109999999999999,0.6,-22.51520010839716,-8.527441552623753,2.271867621472907
1987-11,0.0316999999999999,0.0122,0.35,-8.008338599211752,3.1946195989568,2.592810215773759
1987-12,0.0322,0.0117999999999999,0.3899999999999999,6.599005391295409,-1.366539943244797,-4.027771177678438
1988-01,0.0286,0.0118999999999999,0.29,4.20305133224041,0.5977840434933839,4.019259176766249
1988-02,0.0255,0.0121999999999999,0.4599999999999999,4.526651225607363,4.5164467613689725,0.0964627221610268
1988-03,0.0266999999999999,0.0117999999999999,0.44,-2.8498148242802785,6.802655556057603,1.717630680304756
1988-04,0.0281,0.0123,0.4599999999999999,0.5159568618749151,1.1349503398680771,2.025083330100649
1988-05,0.0282999999999999,0.0113999999999999,0.51,0.0228866346938215,-2.06354065336104,-0.0806555508343084
1988-06,0.0245999999999999,0.0114,0.49,4.534962517422221,2.51601425568397,-1.930919081510376
1988-07,0.0233,0.0114999999999999,0.51,-1.1298881288867104,0.4608909874203173,2.5837141649676534
1988-08,0.022,0.011,0.59,-3.375557985931408,0.0968084391197372,1.6142898097960805
1988-09,0.0174,0.0107999999999999,0.62,3.399859744665997,0.0864420960517988,-1.9545454831525653
1988-10,0.0145,0.0089999999999999,0.61,1.6590204573865608,-2.153748796940565,1.4333287803733312
1988-11,0.012,0.0103,0.5700000000000001,-2.119245241980644,-1.8340273616006049,0.6892161334008966
1988-12,0.0103999999999999,0.0107999999999999,0.63,1.3713407509235789,1.8826688469008483,-0.291689760185819
1989-01,0.0081999999999999,0.0103,0.5499999999999999,6.259041533405341,-2.654486500510945,1.8032091863280664
1989-02,0.0064,0.0097,0.61,-2.464557578329429,3.6702441332162583,1.1678483225202032
1989-03,0.0053999999999999,0.0087,0.67,1.5692992542073707,0.6012390758969222,0.5314386848712918
